Gatenavn,Kommentar,Dato,Tidpunkt,lat,lon
CATO GULDBERGS VEI,Gabels Gate – Ende Blindvei,18.04.2023,07.00-19.00,59.9151118,10.7105896
CECILIE THORESENS VEI,Hele,19.04.2023,19.00-07.00,59.8770341,10.8097213
CHARLOTTE ANDERSENS VEI,Hele,20.04.2023,07.00-19.00,59.9399542,10.6958654
CHRISTIAN BENNECHES VEI,Hele,21.04.2023,07.00-19.00,59.9053288,10.6918605
CHRISTIAN KROHGS GATE,Brugata – Storgata,11.05.2023,19.00-07.00,59.9154466,10.7590577
CHRISTIAN MICHELSENS GATE,Trondheimsveien – Vogts Gate,25.04.2023,19.00-07.00,59.9291805,10.7693157
CHRISTIAN SCHOUS VEI,Hele,28.04.2023,07.00-19.00,59.9459584,10.7999864
CHRISTOFFER HELLUMSVEI,Hele,19.04.2023,07.00-19.00,59.9496843,10.8688121
CHRISTOPHER HANSEENS VEI,Hele,20.04.2023,07.00-19.00,59.9404367,10.7275695
CHRISTOPHERS VEI,Hele,03.05.2023,07.00-19.00,59.949794,10.7518113
CLAUS BORCHS VEI,Hele,03.05.2023,07.00-19.00,59.943843,10.7456708
CLAUS RIIS` GATE,Uelandsgate – Maridalsveien,04.05.2023,07.00-19.00,59.9309925,10.7523977
CLEMENS´ GATE,Hele,05.05.2023,07.00-19.00,59.9052731,10.7671622
COLBJØRNSENS GATE,Parkveien – Haxthausens Gate,13.04.2023,19.00-07.00,59.9170451,10.7182592
COLLETTS GATE,Ullevålsveien – Griffenfeldts Gt./Ring 2,10.05.2023,19.00-07.00,59.9293231,10.7424494
COLLETTS GATE,Ullevålsveien – Sofies Gate,10.05.2023,07.00-19.00,59.9293231,10.7424494
CONRADIS GATE,Rathkes Gate – Trondheimsveien,12.05.2023,07.00-19.00,59.9206461,10.7654952
CORT ADELERS GATE,Huitfeldts Gate – Ruseløkkveien (Parallell Vei),13.04.2023,07.00-19.00,59.9131344,10.7235157
CORT ADLERS GATE,Henrik Ibsens Gt – Munkedamsveien,16.04.2023,19.00-07.00,59.9131344,10.7235157
DAAS GATE,Briskebyvn – Jørgen Moes Gt Ved Enden,19.04.2023,07.00-19.00,59.9226453,10.7176133
DAG HAMMARSKJÃ–LDS VEI,Sinsenveien – Ulvenveien,18.04.2023,19.00-07.00,59.9138688,10.7522454
DAGALIVEIEN,Hele,22.05.2023,07.00-19.00,59.955948,10.6857965
DAGMARBAKKEN,Hele,03.05.2023,07.00-19.00,59.9584904,10.8877404
DALBAKKVEIEN,Hele,05.05.2023,07.00-19.00,59.9052948,10.8312632
DALEHAUGEN,St Halvards Gate – Enebakkveien,28.04.2023,07.00-19.00,59.9068186,10.7811987
DALERUDVEIEN,Hele,08.05.2023,07.00-19.00,59.8939247,10.8508809
DALSBERGSTIEN,Ullevålsveien – Pilestredet,16.04.2023,19.00-07.00,59.9231419,10.7362216
DALSKROKEN,Hele,12.05.2023,07.00-19.00,59.9411143,10.6874238
DALSROA,Hele,28.04.2023,07.00-19.00,59.8491227,10.8390508
DALSSVINGEN,Hele,28.04.2023,07.00-19.00,59.8503888,10.839153
DALSVEIEN,Dagaliveien-Viggo Hansteens vei,19.04.2023,07.00-19.00,59.9456163,10.6888226
DALSÅSEN,Hele,28.04.2023,07.00-19.00,59.8520925,10.8386969
DAMFARET,Hele,05.05.2023,07.00-19.00,59.9060272,10.8371228
DAMKROKEN,Hele,18.04.2023,07.00-19.00,59.9393093,10.7105483
DAMLIVEIEN,Hele,25.05.2023,07.00-19.00,59.9280368,10.6784213
DAMPLASSEN,Hele,21.04.2023,07.00-19.00,59.9433061,10.7334612
DAMSTREDET,Akersveien – Fredensborgveien,20.04.2023,07.00-19.00,59.9200245,10.7476252
DAMVEIEN,Hele,28.04.2023,07.00-19.00,59.9458122,10.7947822
DANIEL WALSTADS VEI,Hele,04.05.2023,07.00-19.00,59.9630865,10.7799634
DANMARKS GATE,Etterstadgata – Opplandsgata,12.05.2023,07.00-19.00,59.9078945,10.7887674
DANNEVIGSVEIEN,Stockfleths Gate – Maridalsveien,03.05.2023,19.00-07.00,59.9369523,10.7540749
DARRES GATE,Maridalsvn – Sannerbrua (Oppstrøms),10.05.2023,19.00-07.00,59.9275593,10.75225
DEICHMANS GATE,Iduns Gate – Wilses Gate Ved Enden,12.05.2023,07.00-19.00,59.9188007,10.7495554
DIAKONVEIEN,Hele,20.04.2023,07.00-19.00,59.9347998,10.7057633
DIRIKS` GATE,Colletts Gate – Evald Ryghs Gate,24.04.2023,07.00-19.00,59.9306955,10.7466813
DISENGRENDA,Hele,28.04.2023,07.00-19.00,59.9424608,10.7972699
DISENVEIEN,Haraldsheimveien-Tonsenveien,28.04.2023,07.00-19.00,59.9416513,10.7938589
DISENVEIEN,Hele,28.04.2023,07.00-19.00,59.9416513,10.7938589
DOKKVEIEN,Munkedamsvn – Aker Brygge,09.05.2023,19.00-07.00,59.9111721,10.7279213
DOKTOR HOLMS VEI,Hele,22.05.2023,07.00-19.00,59.9596396,10.6711979
DOKTOR SMITHS VEI,Fra Gladsvei til Grefsenveien,28.04.2023,07.00-19.00,59.9502688,10.7909873
DOKTOR SMITHS VEI,Fra Kjelsåsveien til Grefsenveien,28.04.2023,07.00-19.00,59.9502688,10.7909873
DOPS GATE,Trapp Mot Damstredet,20.04.2023,07.00-19.00,59.9194471,10.7468401
DOPS GATE,Akersveien – Fredenborgveien,24.04.2023,07.00-19.00,59.9194471,10.7468401
DORTHES VEI,Strømsborgveien - inn til privat vei,21.04.2023,07.00-19.00,59.9023829,10.6736885
DOVREGATA,Trapp V/Hallings Gate,25.04.2023,07.00-19.00,59.9219198,10.7376567
DOVREGATA,Sofies Gt – Hallings Gt.,10.05.2023,07.00-19.00,59.9219198,10.7376567
DOVREGATA,Trapp V/Krumgata,10.05.2023,07.00-19.00,59.9219198,10.7376567
DOVRESVINGEN,Hele,18.04.2023,07.00-19.00,59.8847113,10.7950068
DR. DEDICHENS VEI,Hele,04.05.2023,07.00-19.00,59.9239021,10.8679134
DRAMMENSVEIEN,Vækerøveien og inn forbi Maxbo til snuplass,18.04.2023,19.00-07.00,59.918008,10.6969409
DRAMMENSVEIEN,Fra Sjølyst-Gustav Vigelands Vei,03.05.2023,19.00-07.00,59.918008,10.6969409
DRAMMENSVEIEN,Fra Ring 2. inn forbi Hoffsbakken,24.05.2023,07.00-19.00,59.918008,10.6969409
DRAMMENSVEIEN,Nr 60 Munkedamsveien – Drammensveien,13.04.2023,19.00-07.00,59.918008,10.6969409
DRAMMENSVEIEN,Sollis Plass – Gustav Vigelands Vei,16.04.2023,07.00-19.00,59.918008,10.6969409
DRAMMENSVEIEN,(88c) Drammenveien – Ende,17.04.2023,07.00-19.00,59.918008,10.6969409
DRIVHUSVEIEN,Hele,03.05.2023,07.00-19.00,59.9023562,10.8108259
DRONNING ASTRIDS GATE,Bogstadveien – Vibes Gt / Ende Blindvei,17.04.2023,07.00-19.00,59.9261082,10.7229203
DRONNING BLANCAS VEI,Hele,21.04.2023,07.00-19.00,59.9148179,10.685426
DRONNING EUFEMIAS GATE,Trapp V/Nylandsveien,03.05.2023,07.00-19.00,59.908117,10.7563831
DRONNING MARGRETES VEI,Økernveien – Persveien,04.05.2023,19.00-07.00,59.9244027,10.8026105
DRONNING MAUDS GATE,Ruseløkkvn – Rampe Festningstunnelen,16.04.2023,19.00-07.00,59.9125308,10.7293919
DRONNING MAUDS GATE,Trapp V/Munkedamsveien,16.04.2023,19.00-07.00,59.9125308,10.7293919
DRONNINGHAVNVEIEN,Museumsveien – Ende,08.05.2023,07.00-19.00,59.9081636,10.6901807
DRÅGA,Hele,19.04.2023,07.00-19.00,59.8978145,10.7908026
DRØBAKGATA,Mogata – Hortengata,04.05.2023,07.00-19.00,59.9388329,10.751843
DUEHAUGVEIEN,Hele,20.04.2023,07.00-19.00,59.9393041,10.7251281
DUGGVEIEN,Hele,10.05.2023,07.00-19.00,59.9181775,10.8223027
DUGNADSVEIEN,Hele,17.04.2023,07.00-19.00,59.9527213,10.8222416
DUNKERS GATE,Industrigata – Holmboes Gate,17.04.2023,07.00-19.00,59.9257979,10.7207885
DYBWADS GATE,Majorstuveien – Ole Fladagers Gt,18.04.2023,07.00-19.00,59.925784,10.7165301
DYNEKILGATA,Rosenhoffgt – Ende V/Tr Vn,02.05.2023,07.00-19.00,59.9306408,10.7756753
DYRLANDSVEIEN,Hele,05.05.2023,07.00-19.00,59.9555732,10.7415985
DYVEKES VEI,Trapp V/Inges Gate,11.05.2023,19.00-07.00,59.9042822,10.7732717
DYVEKES VEI,St Halvards Gt – Konows Gt/Kværnervn,11.05.2023,19.00-07.00,59.9042822,10.7732717
DÆLENENGA,Idrettsanlegg,03.05.2023,07.00-19.00,59.9263254,10.7644894
EBBELLS GATE,Calmeyers Gate – Storgata,12.05.2023,07.00-19.00,59.9153364,10.7540591
ECKERSBERGS GATE,Hafrsfjordgata – Amaldus Nielsens Pl,14.04.2023,07.00-19.00,59.9208437,10.7087557
EDDAVEIEN,Hele,02.05.2023,07.00-19.00,59.9485817,10.6715073
EDMUND NEUPERTS GATE,Johan Selmes Gt – Agathe Grøndahls Gt,04.05.2023,07.00-19.00,59.9343961,10.773898
EDVARD GRIEGS ALLÉ,Trapp V/Roveruds Gate,26.04.2023,07.00-19.00,59.9371543,10.7768868
EDVARD GRIEGS ALLÉ,Nordkappgata – Hans N. Hauges Gt,26.04.2023,07.00-19.00,59.9371543,10.7768868
EDVARD MUNCHS VEI,Hele,27.04.2023,07.00-19.00,59.9383985,10.9148693
EDVARD STORMS GATE,Tullins Gt – Pilestredet,09.05.2023,19.00-07.00,59.919097,10.7350774
EFTASÅSEN,Hele,08.05.2023,07.00-19.00,59.8935379,10.8506964
EGEDES GATE,Arups Gate – St Halvards Gt,11.05.2023,07.00-19.00,59.9064385,10.7700797
EGNEHJEMVEIEN,Hele,28.04.2023,07.00-19.00,59.9020307,10.7801636
EIKELUNDVEIEN,Traverveien – Sperring,15.05.2023,07.00-19.00,59.9434728,10.8007619
EIKERLUNDVEIEN,Hele,28.04.2023,07.00-19.00,59.9138688,10.7522454
EIKEVEIEN,Hele,19.04.2023,07.00-19.00,59.8987043,10.7790027
EILERT SUNDTS GATE,Gyldenløves Gate – Bogstadveien,15.05.2023,07.00-19.00,59.922476,10.719234
EINAR HOLGÅRDS VEI,Hele,03.05.2023,07.00-19.00,59.9480182,10.7578792
EINAR SKJÆRAASENS VEI,Hele,23.05.2023,07.00-19.00,59.9599906,10.6853971
EINARS VEI,Grenseveien – Ende,03.05.2023,07.00-19.00,59.9226385,10.7839839
EINDRIDES VEI,Einars Vei – Ende,02.05.2023,07.00-19.00,59.9220583,10.7851027
EINERVEIEN,Hele,20.04.2023,07.00-19.00,59.8870027,10.7813782
EIRIK RAUDES VEI,Enebakkveien– Konows Gate (Nr 34),11.05.2023,07.00-19.00,59.9030512,10.7938994
EIRIKS GATE,Åkebergveien – Jens Bjelkes Gate,05.05.2023,07.00-19.00,59.9121331,10.7725144
EIVIND ASTRUPS GATE,Bjørn Farmanns Gt – Gabels Gt,14.04.2023,07.00-19.00,59.9122872,10.7078338
EKEBERGSTIEN,Hele,19.04.2023,07.00-19.00,59.900422,10.7754515
EKEBERGVEIEN,Stamhusveien – Brannfjellveien,19.04.2023,07.00-19.00,59.8768459,10.7885914
EKEBERGVEIEN,Holtet – Stamhusveien,02.05.2023,19.00-07.00,59.8768459,10.7885914
EKEBERGVEIEN,Holtet – Ljabruveien,03.05.2023,19.00-07.00,59.8768459,10.7885914
EKEBERGVEIEN,PARKERINGER,10.05.2023,19.00-07.00,59.8768459,10.7885914
EKEBERGVEIEN,Oslo Gate – Valhallveien,15.05.2023,07.00-19.00,59.8768459,10.7885914
EKELYVEIEN,Hele,15.05.2023,07.00-19.00,59.9459727,10.6981885
EKORNVEIEN,Hele,16.05.2023,07.00-19.00,59.9531559,10.702649
EKRAVEIEN,Til Linhusveien,27.04.2023,07.00-19.00,59.9560889,10.6384459
EKRAVEIEN,fra Linhusveien,27.04.2023,07.00-19.00,59.9560889,10.6384459
ELGTRÅKKET,Hele,27.04.2023,07.00-19.00,59.8341899,10.8326347
ELGVEIEN,Hele,21.04.2023,07.00-19.00,59.9420729,10.7357478
ELIAS BLIX` GATE,Hermann Foss Gt – Fougstadgata,25.04.2023,07.00-19.00,59.9278712,10.7464497
ELISENBERGVEIEN,Nobels Gate – Frognerveien,14.04.2023,07.00-19.00,59.9186332,10.7047308
ELLEFS VEI,Hele,23.04.2023,19.00-07.00,59.958145,10.9035465
ELLEN GLEDITSCH` VEI,Hele,02.05.2023,07.00-19.00,59.9663779,10.9205345
ELLINGSRUD IDRETTSANLEGG,P-Plass,13.04.2023,19.00-07.00,59.93334849999999,10.925631
ELLINGSRUDVEIEN,Hele,05.05.2023,07.00-19.00,59.9432903,10.941828
ELMHOLTVEIEN,Hele,25.05.2023,07.00-19.00,59.9242339,10.6666914
ELSTERS GATE,Neuberggata – Jacob Aalls Gt,19.04.2023,07.00-19.00,59.9256726,10.7123141
ELTONVEIEN,Hele,15.05.2023,07.00-19.00,59.939085,10.8010194
ELVEFARET,Hele,25.04.2023,07.00-19.00,59.9400161,10.635395
ELVERUMGATA,Ullernsakergt – Ende V/Kampen Barnepark,15.05.2023,07.00-19.00,59.912112,10.7836865
EMIL KORSMOS VEI,Hele,03.05.2023,07.00-19.00,59.8979896,10.8079292
ENEBAKKVEIEN,Grønmo – Siggerud,04.05.2023,19.00-07.00,59.8912454,10.8097033
ENEBAKKVEIEN,Skullerudveien – Snuplass,10.05.2023,07.00-19.00,59.8912454,10.8097033
ENEBAKKVEIEN,Strømsveien – Dalehaugen,11.05.2023,07.00-19.00,59.8912454,10.8097033
ENEBAKKVEIEN,Ryenbergveien – Ryenkrysset,11.05.2023,19.00-07.00,59.8912454,10.8097033
ENEBAKKVEIEN,Dalehaugen – Konows Gt,28.04.2023,07.00-19.00,59.8912454,10.8097033
ENERHAUGGATA,Sørligata – Smedgata,12.05.2023,07.00-19.00,59.9130664,10.7683291
ENERHAUGKLEIVA,Grønlandsleiret – Ende,12.05.2023,07.00-19.00,59.9115652,10.7677006
ENGEBRETS VEI,Hele,25.05.2023,07.00-19.00,59.9273126,10.6774568
ENGEBRÅTVEIEN,Hele,04.05.2023,07.00-19.00,59.9583467,10.7803714
ENGVEIEN,Hele,26.04.2023,07.00-19.00,59.9470285,10.7801216
ENOKS VEI,Hele,19.04.2023,07.00-19.00,59.8971783,10.7861782
ENSJØSVINGEN,Ensjøveien – Ende,12.05.2023,07.00-19.00,59.9118042,10.789855
ENSJØVEIEN,Økernveien – Strømsveien,18.04.2023,19.00-07.00,59.9142998,10.7882153
ERICH MOGENSØNS VEI,Hele,13.04.2023,19.00-07.00,59.9434217,10.8398901
ERIKA NISSENS GATE,Lammers` Gate – Agathe Grøndahls Gate,25.04.2023,07.00-19.00,59.936898,10.7715579
ERLANDSTUVEIEN,Sandstuveien – Ekebergveien,18.04.2023,19.00-07.00,59.8872396,10.78345
ERLANDSTUVEIEN,Fra Ekebergveien – Jomfrustien,20.04.2023,07.00-19.00,59.8872396,10.78345
ERLENDS VEI,Hele,19.04.2023,07.00-19.00,59.9187563,10.840398
ERLING MICHELSENS VEI,Hele,27.04.2023,07.00-19.00,59.9375064,10.9028448
ERLING MIHELSEN VEI,P-Plass,13.04.2023,19.00-07.00,59.9375064,10.9028448
ERLING SCHIØTZ` VEI,Hele,14.04.2023,07.00-19.00,59.8641027,10.7922586
ERLING SKJALGSSONS GATE,Hjørungavåggata – Solheimsgata,13.04.2023,07.00-19.00,59.919656,10.7017701
ERLINGS GATE,Svingen – Egnehjemveien,28.04.2023,07.00-19.00,59.9016031,10.7781911
ESSENDROPS GATE,Middelthuns Gt – Sørkedalsvn,26.04.2023,19.00-07.00,59.9290084,10.7100073
ETTERSTADGATA,Strømsveien – Ende/Blindvei.,11.05.2023,07.00-19.00,59.9079277,10.7927005
ETTERSTADKROKEN,Etterstadsletta – Ende,02.05.2023,07.00-19.00,59.9091767,10.808621
ETTERSTADSLETTA,Trapp V/ Gangbru Over Jernbanen,02.05.2023,07.00-19.00,59.9103935,10.796765
ETTERSTADSLETTA,Hele Inkl. Stikkvei Til Nr 2 & 49,02.05.2023,07.00-19.00,59.9103935,10.796765
EUGENIES GATE,Theresesgate – Ullevålsveien,24.04.2023,07.00-19.00,59.9273201,10.7349945
EUGÉNE HANSSENS GATE,Armauer Hansen Gt – Blindvei,20.04.2023,07.00-19.00,59.9335164,10.7382891
EVALD RYGHS GATE,Ilagata – Uelands Gate,25.04.2023,07.00-19.00,59.9299807,10.7475493
EVENTYRVEIEN,Hele,20.04.2023,07.00-19.00,59.9435239,10.7283752
EYSTEIN TORKILDSENS VEI,Hele,17.04.2023,07.00-19.00,59.8596075,10.8088196
FAGERBORGGATA,Pilestredet – Jacob Aalls Gate,17.04.2023,19.00-07.00,59.9311878,10.7267975
FAGERBORGGATA,Jacob Aalls Gt – Ullevålsveien,10.05.2023,07.00-19.00,59.9311878,10.7267975
FAGERHEIMGATA,Schleppegrells Gate – Chr Michelsens Gate,10.05.2023,19.00-07.00,59.9294108,10.7684218
FAGERHEIMGATA,Mailundveien – Chr Michelsens Gate,27.04.2023,19.00-07.00,59.9294108,10.7684218
FAGERHEIMGATA,Trapp V/Undergang,03.05.2023,07.00-19.00,59.9294108,10.7684218
FAGERHEIMGATA,Trapp V/Tennisbanen/Christian Michelsens Gate,03.05.2023,07.00-19.00,59.9294108,10.7684218
FAGERLIVEIEN,Hele,28.04.2023,07.00-19.00,59.9427015,10.7903136
FALBES GATE,Stensberggata – Sofies Gate,19.04.2023,07.00-19.00,59.9215159,10.734649
FALLANVEIEN,Hele,09.05.2023,07.00-19.00,59.9644219,10.7921956
FALSENS GATE,Seilduksgata – Schleppegrells Gate,12.05.2023,07.00-19.00,59.9271679,10.7629546
FASTINGS GATE,Fageborggata – Pilestredet,15.05.2023,07.00-19.00,59.9296748,10.7281719
FAUCHALDS GATE,Schultz` Gate – Industrigate,15.05.2023,07.00-19.00,59.9276638,10.7228615
FAUNVEIEN,Hele,12.05.2023,07.00-19.00,59.9542816,10.6937606
FAYES GATE,Geitemyrsveien – Kirkeveien,10.05.2023,07.00-19.00,59.9341514,10.7416254
FEARNLEYS GATE,Professor Dahls Gt – Majorstuveien,17.04.2023,07.00-19.00,59.9251939,10.7167782
FEDDERSENS GATE,Oscar Braatens Gate – Torshovgata,09.05.2023,07.00-19.00,59.9333365,10.7621901
FELTSPATVEIEN,Hele,21.04.2023,07.00-19.00,59.8717089,10.8209687
FELTSPAVEIEN,PARKERING,09.05.2023,19.00-07.00,59.8717089,10.8209687
FETSUNDGATA,Nittedalsgata – Sons Gate,05.05.2023,07.00-19.00,59.9142112,10.780098
FILERVEIEN,Hele,08.05.2023,07.00-19.00,59.9015041,10.8442903
FILIPSTAD P-PLASS,Munkedamsveien – Snuplass,09.05.2023,19.00-07.00,59.9421212,10.7776794
FILIPSTADVEIEN,Munkedamsvn – Ende Rundkj,09.05.2023,19.00-07.00,59.9092443,10.7143054
FINNHAUGVEIEN,Hele,25.04.2023,07.00-19.00,59.9445918,10.6402078
FINNMARKGATA,Hele,27.04.2023,19.00-07.00,59.9208539,10.7751841
FINNS VEI,Einars Vei – Grenseveien,02.05.2023,07.00-19.00,59.9236832,10.7886021
FIOLVEIEN,Hele,19.04.2023,07.00-19.00,59.8985885,10.7925677
FJELLGATA,Verksgata – Chr Michelsens Gt,12.05.2023,07.00-19.00,59.9256229,10.7706731
FJELLHUS ALLÉ,Hele,10.05.2023,07.00-19.00,59.9184481,10.8233852
FJELLSTIEN,Hele,11.05.2023,07.00-19.00,59.9617774,10.759826
FJELLSTUVEIEN,Hele,04.05.2023,07.00-19.00,59.9553822,10.9318142
FJØRTOFTS GATE,Stockfledts Gt – Gst. Jensens Gt/Griffdts. Gt,26.04.2023,07.00-19.00,59.9345703,10.7532367
FJØRTOFTS GATE,Trapp V/Griffenfeldts Gate,26.04.2023,07.00-19.00,59.9345703,10.7532367
FLAENGRENDA,Hele,27.04.2023,07.00-19.00,59.9551926,10.8714988
FLAENVEIEN,Hele,27.04.2023,07.00-19.00,59.9543086,10.8732134
FLATENGEN,Malerhaugveien – Fyrstikkalléen,07.05.2023,19.00-07.00,59.912859,10.7941431
FLESÅSVEIEN,Hele,08.05.2023,07.00-19.00,59.9607546,10.7306821
FLORABAKKEN,Hele,13.04.2023,07.00-19.00,59.8633313,10.7922898
FLYVEIEN,Hele,10.05.2023,07.00-19.00,59.9489132,10.6588719
FOLKE BERNADOTTES VEI,Hele,11.05.2023,07.00-19.00,59.9641781,10.7378395
FOLKVANGVEIEN,Linjeveien-Høybråtenveien,25.04.2023,07.00-19.00,59.9442124,10.9172641
FOLKVANGVEIEN,Høybråtenveien-Karihaugveien,26.04.2023,07.00-19.00,59.9442124,10.9172641
FORMERVEIEN,Hele,08.05.2023,07.00-19.00,59.9011134,10.8443559
FORSKNINGSVEIEN,Hele,18.04.2023,07.00-19.00,59.9432378,10.713917
FOSSDALEN,Sandakerveien,03.05.2023,07.00-19.00,59.9138688,10.7522454
FOSSUMBERGET,Hele,04.05.2023,07.00-19.00,59.960324,10.9320968
FOSSUMKROKEN,Hele,28.04.2023,07.00-19.00,59.9583535,10.9216336
FOSSUMVEIEN,Hele,20.04.2023,19.00-07.00,59.9629614,10.912239
FOUGNERS VEI,Hasleveien – Grenseveien,18.04.2023,19.00-07.00,59.9260161,10.7826769
FOUGSTADS GATE,Wdm. Thranes Gate – Evald Ryghs Gate,24.04.2023,07.00-19.00,59.9275799,10.746583
FRAMNESVEIEN,Munkedamsveien – Ende,13.04.2023,07.00-19.00,59.9117416,10.7106529
FRANTZEBRÅTVEIEN,fra rundkjøring og runden rundt,26.05.2023,07.00-19.00,59.9140517,10.6452509
FREDENSBORGVEIEN,Schandorffs Gate – Maridalsveien,11.05.2023,19.00-07.00,59.9194079,10.7479834
FREDERIK GLADS GATE,Birch Reichenwalds Gt – Brettevilles Gt,26.04.2023,07.00-19.00,59.9419911,10.7739893
FREDERIK HASLUNDS GATE,Toftes Gt – Falsens Gt,12.05.2023,07.00-19.00,59.926687,10.7622014
FREDERIK PETERSENS GATE,Hermann Foss Gt. – Fougstadgata,24.04.2023,07.00-19.00,59.9273003,10.7444851
FREDERIK STANGS GATE,"Drammensvn – Bygdøy Allé, Inkl Stikkvei Til Nr 12",27.04.2023,07.00-19.00,59.9156353,10.708225
FREDHEIMVEIEN,Hele,25.04.2023,07.00-19.00,59.945719,10.9213761
FREDRIK SELMERS VEI,Innspurten Til Snuplass,07.05.2023,19.00-07.00,59.9145758,10.8021684
FREDRIKKE QVAMS GATE,Hans Ross Gate – Bjerregaards Gate,24.04.2023,07.00-19.00,59.9244608,10.7460801
FREDRIKSBORGVEIEN,Hele,21.04.2023,07.00-19.00,59.9018999,10.6839026
FREDVEIEN,Hele,20.04.2023,07.00-19.00,59.8889188,10.7777349
FREIDIGVEIEN,Hele,25.04.2023,07.00-19.00,59.8656986,10.8068525
FRENNINGS VEI,Hele,28.04.2023,07.00-19.00,59.9493761,10.7971693
FRENNINGSFARET,Hele,28.04.2023,07.00-19.00,59.9479494,10.7979095
FRICHS GATE,Gørbitz Gate – Aug. Cappelens Gate,10.05.2023,07.00-19.00,59.933384,10.7280885
FRIDTJOF NANSENS VEI,Essendrops Gate – Sørkedalsveien,26.04.2023,19.00-07.00,59.9303174,10.7085195
FRIDTJOVS GATE,Orknøygata – Sveriges Gate,11.05.2023,07.00-19.00,59.9067134,10.7913472
FRIERVEIEN,Hele,19.04.2023,07.00-19.00,59.8888555,10.7714656
FRIGGFELTET TØRTELBERGET,Idrettsanlegg,20.04.2023,07.00-19.00,59.9331786,10.7123777
FRIGGS VEI,Hele,28.04.2023,07.00-19.00,59.9492342,10.8010358
FRIIS` GATE,Urtegata – Heimdalsgata,12.05.2023,07.00-19.00,59.9145284,10.7659916
FRIMANNS GATE,Langes Gt – Ullevålsveien,24.04.2023,07.00-19.00,59.9204472,10.7406618
FRITS KLÆRS VEI,Hele,17.04.2023,07.00-19.00,59.9138688,10.7522454
FRITZNERS GATE,Bygdøy Allé – Sophus Lies Gt,27.04.2023,07.00-19.00,59.9167976,10.7051475
FRODES VEI,Hele,18.04.2023,07.00-19.00,59.8806503,10.80168
FROGNER TERRASSE,Halvdan Svartes Gate – Ende,17.04.2023,07.00-19.00,59.922614,10.7027027
FROGNERPARKEN,P-Plass Tennisbanen Kirkeveien,17.04.2023,19.00-07.00,59.92645829999999,10.7034734
FROGNERPARKEN,P-Plass Hovedport Kirkeveien,17.04.2023,19.00-07.00,59.92645829999999,10.7034734
FROGNERPARKEN P-PLASS,Middelthuns Gt – Fridtjof Nansens Vei,17.04.2023,19.00-07.00,59.9421212,10.7776794
FROGNERSETERVEIEN,Dagaliveien- Ankerveien,19.04.2023,19.00-07.00,59.9605013,10.6839213
FROGNERSETERVEIEN,Stasjonsveien- Holmenveien,15.05.2023,07.00-19.00,59.9605013,10.6839213
FROGNERVEIEN,P-Plass Lindemans Gate – Frognerveien,18.04.2023,07.00-19.00,59.918823,10.7097861
FROGNERVEIEN,Trapp V/Lille Frogner Allé,27.04.2023,07.00-19.00,59.918823,10.7097861
FRYDENBERGVEIEN,Grenseveien – Haslevangen,24.04.2023,19.00-07.00,59.9268792,10.7867463
FRYDENLUNDGATA,Dalsbergstien – Ullevålsveien,25.04.2023,07.00-19.00,59.9241672,10.7375175
FRYDENS GATE,Trondheimsvn – Grenseveien,03.05.2023,07.00-19.00,59.9249975,10.7774969
FRYSJAVEIEN,Hele,04.05.2023,19.00-07.00,59.9641449,10.7707471
FRYSJAVEIEN,Fra Kjelsåsveien,09.05.2023,07.00-19.00,59.9641449,10.7707471
FRØENSALLEÈN,Hele,18.04.2023,07.00-19.00,59.9363397,10.7103524
FRØYAS GATE,Drammensvn – Ende Blindvei,13.04.2023,07.00-19.00,59.9172009,10.6950436
FRØYDIS` VEI,Hele,18.04.2023,07.00-19.00,59.8854013,10.8031312
FUGLEHAUGGATA,Kirkeveien – Tidemanns Gate,19.04.2023,07.00-19.00,59.9247266,10.711
FUGLELIVEIEN,Hele,05.05.2023,07.00-19.00,59.9026048,10.8269648
FURER NYMOS VEI,Hele,26.04.2023,07.00-19.00,59.9531843,10.8497468
FURUBRÅTVEIEN,Hele,13.04.2023,07.00-19.00,59.8707123,10.7829255
FURUKOLLVEIEN,Hele,09.05.2023,07.00-19.00,59.9644055,10.7934028
FURULUNDSVEIEN,Hele,19.05.2023,07.00-19.00,59.922769,10.6511516
FURULUNDTOPPEN,Hele,19.05.2023,07.00-19.00,59.9236205,10.6472268
FURUSET,G/S og plasser,26.04.2023,07.00-19.00,59.9420437,10.8899305
FURUSET ALLE,Hele,09.05.2023,07.00-19.00,59.9465606,10.8921378
FURUSETVEIEN,Hele,09.05.2023,07.00-19.00,59.9406835,10.8901748
FURUVEIEN,Hele,03.05.2023,07.00-19.00,59.9054363,10.8087771
FYRSTIKKALLÉEN,Svovelstikka – Ende V/Rundkjøring,07.05.2023,19.00-07.00,59.9135582,10.7950843
FYRSTIKKBAKKEN,Med gangvei og del av Låveveien,19.04.2023,07.00-19.00,59.910794,10.8268718
FÅDVEIEN,Hele,25.04.2023,07.00-19.00,59.9404811,10.637424
GABELS GATE,Frognerveien – Ende Etter/ Svoldergata,18.04.2023,07.00-19.00,59.9142995,10.7096777
GABLEINS VEI,Hele,21.04.2023,07.00-19.00,59.9425177,10.7334953
GAMLE BRENNAVEI,Hele,28.04.2023,07.00-19.00,59.8450148,10.8398963
GAMLE BYGDEVEI,Hele,27.04.2023,07.00-19.00,59.8543509,10.8265769
